,taxid,phylum
36951,1898203,Bacillati
36952,1879010,Bacillati
36953,1879010,Bacillati
36954,2485925,Bacillati
36955,2053611,Bacillati
36956,2044939,Bacillati
36957,41978,Bacillati
36958,1879010,Bacillati
36959,2137878,Bacillati
36960,1898203,Bacillati
36961,1898203,Bacillati
36962,2044939,Bacillati
36963,2052179,Bacillati
36964,2212467,Pseudomonadati
36965,2212467,Pseudomonadati
36966,2212467,Pseudomonadati
36967,2026792,Pseudomonadati
36968,2212467,Pseudomonadati
36969,59823,Pseudomonadati
36970,2044939,Bacillati
36971,2053611,Bacillati
36972,2049044,Bacillati
36973,2485925,Bacillati
36974,2485925,Bacillati
36975,1879010,Bacillati
36976,1879010,Bacillati
36977,2044939,Bacillati
36978,2044939,Bacillati
36979,2498093,Pseudomonadati
36980,2030927,Pseudomonadati
36981,2030927,Pseudomonadati
36982,1913988,Pseudomonadati
36983,1913988,Pseudomonadati
36984,59823,Pseudomonadati
36985,1898203,Bacillati
36986,1898203,Bacillati
36987,1898203,Bacillati
36988,2030927,Pseudomonadati
36989,59823,Pseudomonadati
36990,59823,Pseudomonadati
36991,2044939,Bacillati
36992,1898203,Bacillati
36993,59823,Pseudomonadati
36994,1879010,Bacillati
36995,1879010,Bacillati
36996,1879010,Bacillati
36998,1879010,Bacillati
36999,2485925,Bacillati
37000,2044939,Bacillati
37001,1898203,Bacillati
37002,2030927,Pseudomonadati
37003,1929085,Pseudomonadati
37004,2044939,Bacillati
37005,1898203,Bacillati
37006,2044939,Bacillati
37007,1870901,Pseudomonadati
37008,1870901,Pseudomonadati
37009,2485925,Bacillati
37010,2053619,Pseudomonadati
37011,2044939,Bacillati
37012,2044939,Bacillati
37013,1898203,Bacillati
37014,1898203,Bacillati
37015,2021391,Pseudomonadati
37016,2021311,Bacillati
37017,2044939,Bacillati
37018,2026792,Pseudomonadati
37019,2212467,Pseudomonadati
37020,2212467,Pseudomonadati
37021,2485925,Bacillati
37022,2044939,Bacillati
37023,2735568,Pseudomonadati
37024,2030927,Pseudomonadati
37025,2485925,Bacillati
37026,2485925,Bacillati
37027,2044939,Bacillati
37028,2053541,Pseudomonadati
37030,2212467,Pseudomonadati
37031,1872444,Pseudomonadati
37032,2212467,Pseudomonadati
37033,2212467,Pseudomonadati
37034,2212467,Pseudomonadati
37035,2052179,Bacillati
37036,2030927,Pseudomonadati
37037,2044939,Bacillati
37038,2044939,Bacillati
37039,2044939,Bacillati
37040,2030927,Pseudomonadati
37041,2498093,Pseudomonadati
37042,1898203,Bacillati
37043,1898203,Bacillati
37044,1898203,Bacillati
37045,2652289,Bacillati
37046,2049048,Pseudomonadati
37047,1872444,Pseudomonadati
37048,2021391,Pseudomonadati
37049,1872444,Pseudomonadati
37050,2044939,Bacillati
37051,2748031,Pseudomonadati
37052,2498093,Pseudomonadati
37053,2748031,Pseudomonadati
37054,2044939,Bacillati
37055,2485925,Bacillati
37056,2030927,Pseudomonadati
37057,2052179,Bacillati
37058,1898203,Bacillati
37059,1898203,Bacillati
37060,1898203,Bacillati
37061,2044939,Bacillati
37062,2053494,Bacillati
37063,2049031,Bacillati
37064,41978,Bacillati
37065,885,Pseudomonadati
37066,2044939,Bacillati
37067,2212467,Pseudomonadati
37068,2049044,Bacillati
37069,2030927,Pseudomonadati
37070,2030927,Pseudomonadati
37071,2030927,Pseudomonadati
37072,41978,Bacillati
37073,2748031,Pseudomonadati
37074,2030927,Pseudomonadati
37075,59823,Pseudomonadati
37076,2498093,Pseudomonadati
37077,2030927,Pseudomonadati
37078,1898203,Bacillati
37079,59823,Pseudomonadati
37080,2053586,Bacteria incertae sedis
37081,1869227,unclassified Bacteria
37082,2485925,Bacillati
37083,2044939,Bacillati
37084,28121,Bacillati
37085,28121,Bacillati
37088,2044939,Bacillati
37089,2053624,Thermotogati
37091,1898203,Bacillati
37092,142586,Bacillati
37093,1869227,unclassified Bacteria
37095,2049044,Bacillati
37096,2044939,Bacillati
37097,2044939,Bacillati
37098,2044939,Bacillati
37099,59823,Pseudomonadati
37100,2044939,Bacillati
37101,1879010,Bacillati
37102,1972561,Bacillati
37103,2691551,Pseudomonadati
37104,2044939,Bacillati
37105,2044939,Bacillati
37106,1879010,Bacillati
37107,2044939,Bacillati
37108,2044939,Bacillati
37109,2044939,Bacillati
37110,2021311,Bacillati
37111,2044939,Bacillati
37112,2044939,Bacillati
37113,2044939,Bacillati
37114,2044939,Bacillati
37115,2044939,Bacillati
37116,2044939,Bacillati
37117,2044939,Bacillati
37118,2044939,Bacillati
37119,2044939,Bacillati
37120,2044939,Bacillati
37121,2044939,Bacillati
37122,1879010,Bacillati
37123,2044939,Bacillati
37124,2044939,Bacillati
37125,1879010,Bacillati
37126,1879010,Bacillati
37127,2044939,Bacillati
37129,2044939,Bacillati
37130,2052179,Bacillati
37131,2212467,Pseudomonadati
37132,2485925,Bacillati
37133,1929085,Pseudomonadati
37134,2053608,Bacillati
37135,1898203,Bacillati
37136,1898203,Bacillati
37137,2044939,Bacillati
37138,1872421,Pseudomonadati
37139,2044939,Bacillati
37140,2044939,Bacillati
37141,2044939,Bacillati
37142,2691551,Pseudomonadati
37143,2485925,Bacillati
37144,2044939,Bacillati
37145,2044939,Bacillati
37146,2485925,Bacillati
37147,1872444,Pseudomonadati
37148,2691551,Pseudomonadati
37149,2212467,Pseudomonadati
37150,2053632,Bacillati
37151,2044939,Bacillati
37152,1869227,unclassified Bacteria
37153,1879010,Bacillati
37154,2044939,Bacillati
37155,2039241,Bacillati
37156,1913988,Pseudomonadati
37157,1879010,Bacillati
37158,2044939,Bacillati
37159,1903720,Bacillati
37160,2044939,Bacillati
37161,2044939,Bacillati
37162,2485925,Bacillati
37163,2044939,Bacillati
37164,2485925,Bacillati
37165,2021311,Bacillati
37166,2044939,Bacillati
37167,2052179,Bacillati
37168,2030927,Pseudomonadati
37169,2030927,Pseudomonadati
37170,2044939,Bacillati
37171,2485925,Bacillati
37172,2053632,Bacillati
37173,2053632,Bacillati
37174,29523,Pseudomonadati
37175,2053632,Bacillati
37176,2053632,Bacillati
37177,2044939,Bacillati
37178,2044939,Bacillati
37179,1898203,Bacillati
37180,1898203,Bacillati
37181,2044939,Bacillati
37182,2044939,Bacillati
37183,41978,Bacillati
37184,1903720,Bacillati
37185,2044939,Bacillati
37186,2044939,Bacillati
37187,1872444,Pseudomonadati
37188,2044939,Bacillati
37189,2044939,Bacillati
37190,2212467,Pseudomonadati
37191,41978,Bacillati
37192,2049039,Bacillati
37193,1898203,Bacillati
37194,1872444,Pseudomonadati
37195,2485925,Bacillati
37196,1903720,Bacillati
37197,2044939,Bacillati
37198,2485925,Bacillati
37199,2044939,Bacillati
37200,2024894,Bacillati
37201,2044939,Bacillati
37202,2044939,Bacillati
37203,2044939,Bacillati
37204,2044939,Bacillati
37205,2044939,Bacillati
37206,1898203,Bacillati
37207,2021311,Bacillati
37208,2039241,Bacillati
37209,2039241,Bacillati
37210,1898203,Bacillati
37211,2044939,Bacillati
37212,2044939,Bacillati
37213,2044939,Bacillati
37214,2044939,Bacillati
37215,2044939,Bacillati
37216,2044939,Bacillati
37217,2485925,Bacillati
37218,1898203,Bacillati
37219,1898203,Bacillati
37220,2044939,Bacillati
37221,2044939,Bacillati
37222,1929085,Pseudomonadati
37223,2485925,Bacillati
37224,2044939,Bacillati
37225,2044939,Bacillati
37226,2044939,Bacillati
37227,2485925,Bacillati
37228,2044939,Bacillati
37229,2044939,Bacillati
37230,2044939,Bacillati
37231,1869227,unclassified Bacteria
37232,1898203,Bacillati
37233,2044939,Bacillati
37234,2044939,Bacillati
37235,2044939,Bacillati
37236,2044939,Bacillati
37237,2212467,Pseudomonadati
37238,2044939,Bacillati
37239,2044939,Bacillati
37240,2044939,Bacillati
37241,2485925,Bacillati
37242,2044939,Bacillati
37243,41978,Bacillati
37244,2044939,Bacillati
37245,1903720,Bacillati
37246,1872421,Pseudomonadati
37247,2044939,Bacillati
37248,2044939,Bacillati
37249,2485925,Bacillati
37250,1872444,Pseudomonadati
37251,2044939,Bacillati
37252,2044939,Bacillati
37253,2485925,Bacillati
37254,1898203,Bacillati
37255,1898203,Bacillati
37256,2044939,Bacillati
37257,1872444,Pseudomonadati
37258,2030927,Pseudomonadati
37259,2044939,Bacillati
37260,1879010,Bacillati
37261,1879010,Bacillati
37262,1879010,Bacillati
37263,2044939,Bacillati
37264,1879010,Bacillati
37265,1872444,Pseudomonadati
37266,29523,Pseudomonadati
37267,2044939,Bacillati
37268,1872444,Pseudomonadati
37269,2044939,Bacillati
37270,2044939,Bacillati
37271,1872444,Pseudomonadati
37272,1872444,Pseudomonadati
37273,2044939,Bacillati
37274,2044939,Bacillati
37275,2485925,Bacillati
37276,2044939,Bacillati
37277,2024889,delta/epsilon subdivisions
37278,2044939,Bacillati
37279,2044939,Bacillati
37280,2044939,Bacillati
37281,1872421,Pseudomonadati
37282,2212467,Pseudomonadati
37283,1872444,Pseudomonadati
37284,2053494,Bacillati
37285,2485926,Bacillati
37286,2054177,Bacillati
37287,2044939,Bacillati
37288,2485926,Bacillati
37289,2212473,Pseudomonadati
37290,2049035,Bacillati
37291,2049044,Bacillati
37292,41978,Bacillati
37293,1972561,Bacillati
37294,1869227,unclassified Bacteria
37295,2026792,Pseudomonadati
37296,2053615,Pseudomonadati
37297,1879010,Bacillati
37298,2498093,Pseudomonadati
37299,2498093,Pseudomonadati
37300,41978,Bacillati
37301,2691551,Pseudomonadati
37302,2049045,Bacillati
37303,2652289,Bacillati
37304,2485926,Bacillati
37305,2212473,Pseudomonadati
37306,2053624,Thermotogati
37307,2485925,Bacillati
37308,2049035,Bacillati
37309,2485925,Bacillati
37310,2049044,Bacillati
37311,2053624,Thermotogati
37312,2053624,Thermotogati
37313,2044939,Bacillati
37314,2485925,Bacillati
37315,2030927,Pseudomonadati
37316,2049044,Bacillati
37317,1972561,Bacillati
37318,1972561,Bacillati
37319,2691551,Pseudomonadati
37320,1879010,Bacillati
37321,2485925,Bacillati
37322,2053624,Thermotogati
37323,2053624,Thermotogati
37324,1898203,Bacillati
37325,2044939,Bacillati
37326,1409,Bacillati
37327,2485925,Bacillati
37328,2044939,Bacillati
37329,2044939,Bacillati
37330,2044939,Bacillati
37331,2049044,Bacillati
37332,2044939,Bacillati
37333,2044939,Bacillati
37334,2049035,Bacillati
37335,2652289,Bacillati
37336,1903720,Bacillati
37337,68766,Fusobacteriati
37338,2652289,Bacillati
37339,2053624,Thermotogati
37340,2053624,Thermotogati
37341,2053624,Thermotogati
37342,2053624,Thermotogati
37343,2652289,Bacillati
37344,2060878,Bacillati
37345,1879010,Bacillati
37346,1903720,Bacillati
37348,2485925,Bacillati
37349,2485925,Bacillati
37350,2044939,Bacillati
37351,2044939,Bacillati
37352,2044939,Bacillati
37353,2044939,Bacillati
37354,2044939,Bacillati
37355,2044939,Bacillati
37356,2044939,Bacillati
37357,2044939,Bacillati
37358,2044939,Bacillati
37359,2026741,Pseudomonadati
37360,2044939,Bacillati
37361,2052179,Bacillati
37362,2052179,Bacillati
37363,1898203,Bacillati
37364,1898203,Bacillati
37365,2044939,Bacillati
37366,1879010,Bacillati
37367,1872421,Pseudomonadati
37368,2044939,Bacillati
37369,2485925,Bacillati
37370,2212467,Pseudomonadati
37371,1898203,Bacillati
37372,1898203,Bacillati
37373,1898203,Bacillati
37374,2485925,Bacillati
37375,2485925,Bacillati
37376,2044939,Bacillati
37377,2044939,Bacillati
37378,2485925,Bacillati
37379,2021311,Bacillati
37380,2044939,Bacillati
37381,2039241,Bacillati
37383,2044939,Bacillati
37384,2030927,Pseudomonadati
37385,1872444,Pseudomonadati
37386,1898203,Bacillati
37387,2053624,Thermotogati
37388,2044939,Bacillati
37389,2044939,Bacillati
37390,1898203,Bacillati
37391,2044939,Bacillati
37392,2212467,Pseudomonadati
37393,2212467,Pseudomonadati
37394,2030927,Pseudomonadati
37395,2039241,Bacillati
37396,2212467,Pseudomonadati
37397,2053624,Thermotogati
37398,2053624,Thermotogati
37399,59823,Pseudomonadati
37400,2044939,Bacillati
37401,2044939,Bacillati
37402,1869227,unclassified Bacteria
37403,2053624,Thermotogati
37404,2053615,Pseudomonadati
37405,2053624,Thermotogati
37406,1879010,Bacillati
37407,2044939,Bacillati
37408,1898203,Bacillati
37409,2735568,Pseudomonadati
37410,2030927,Pseudomonadati
37412,1913988,Pseudomonadati
37413,59823,Pseudomonadati
37414,2485925,Bacillati
37415,2030927,Pseudomonadati
37416,2053615,Pseudomonadati
37417,2748031,Pseudomonadati
37418,2030927,Pseudomonadati
37419,2485925,Bacillati
37420,2030927,Pseudomonadati
37421,2030927,Pseudomonadati
37422,59823,Pseudomonadati
37423,2030927,Pseudomonadati
37424,2044939,Bacillati
37425,2485925,Bacillati
37426,2053624,Thermotogati
37427,2053624,Thermotogati
37428,2030927,Pseudomonadati
37429,59823,Pseudomonadati
37430,2212467,Pseudomonadati
37431,2212467,Pseudomonadati
37432,35828,Pseudomonadati
37433,35828,Pseudomonadati
37434,1898203,Bacillati
37435,2030927,Pseudomonadati
37436,1898203,Bacillati
37437,1898203,Bacillati
37438,2044939,Bacillati
37439,28121,Bacillati
37440,28121,Bacillati
37441,28121,Bacillati
37442,2485925,Bacillati
37443,59823,Pseudomonadati
37444,2030927,Pseudomonadati
37445,2044939,Bacillati
37446,2044939,Bacillati
37447,59823,Pseudomonadati
37448,2030927,Pseudomonadati
37449,35828,Pseudomonadati
37450,2053608,Bacillati
37451,2030927,Pseudomonadati
37452,2044939,Bacillati
37453,2030927,Pseudomonadati
37454,1872532,Bacillati
37455,2044939,Bacillati
37456,2212467,Pseudomonadati
37457,2485925,Bacillati
37458,2030927,Pseudomonadati
37459,2044939,Bacillati
37460,2044939,Bacillati
37461,2044939,Bacillati
37462,1898203,Bacillati
37463,1981029,Pseudomonadati
37464,2044939,Bacillati
37465,1898203,Bacillati
37466,1898203,Bacillati
37467,142586,Bacillati
37468,1879010,Bacillati
37469,2026792,Pseudomonadati
37470,1898203,Bacillati
37471,2044939,Bacillati
37472,2030927,Pseudomonadati
37473,2030800,Pseudomonadati
37474,1913988,Pseudomonadati
37475,2652289,Bacillati
37476,1898203,Bacillati
37477,41978,Bacillati
37478,2030927,Pseudomonadati
37479,2044939,Bacillati
37480,2748031,Pseudomonadati
37481,2485925,Bacillati
37482,1898203,Bacillati
37483,1879010,Bacillati
37484,2485925,Bacillati
37485,1903720,Bacillati
37486,2748031,Pseudomonadati
37487,2748031,Pseudomonadati
37488,2044939,Bacillati
37489,59823,Pseudomonadati
37490,1898203,Bacillati
37491,2044939,Bacillati
37492,2044939,Bacillati
37493,2212467,Pseudomonadati
37494,1903720,Bacillati
37495,2054177,Bacillati
37496,2044939,Bacillati
37497,2044939,Bacillati
37498,1879010,Bacillati
37499,2485925,Bacillati
37500,2044939,Bacillati
37501,2044939,Bacillati
37502,2485925,Bacillati
37503,2485925,Bacillati
37504,2044939,Bacillati
37505,2044939,Bacillati
37506,41978,Bacillati
37507,2044939,Bacillati
37508,2044939,Bacillati
37509,2049043,Pseudomonadati
37511,2044939,Bacillati
37512,2044939,Bacillati
37513,2691551,Pseudomonadati
37514,2044939,Bacillati
37515,2485925,Bacillati
37516,2044939,Bacillati
37517,2044939,Bacillati
37518,2044939,Bacillati
37519,2049042,Bacillati
37520,2049042,Bacillati
37521,2044939,Bacillati
37522,2030927,Pseudomonadati
37523,41978,Bacillati
37524,1879010,Bacillati
37525,1898207,Bacillati
37526,1879010,Bacillati
37527,1879010,Bacillati
37528,1879010,Bacillati
37529,2030927,Pseudomonadati
37530,2044939,Bacillati
37531,2691551,Pseudomonadati
37532,2030927,Pseudomonadati
37533,2030927,Pseudomonadati
37534,2044939,Bacillati
37535,2044939,Bacillati
37536,59823,Pseudomonadati
37537,2053611,Bacillati
37538,41978,Bacillati
37539,2030927,Pseudomonadati
37540,59823,Pseudomonadati
37541,2485925,Bacillati
37542,2044939,Bacillati
37543,2485925,Bacillati
37544,2049044,Bacillati
37545,2485925,Bacillati
37546,1898203,Bacillati
37547,2044939,Bacillati
37548,2044939,Bacillati
37549,2044939,Bacillati
37550,1898203,Bacillati
37551,2049048,Pseudomonadati
37552,2026792,Pseudomonadati
37553,2049031,Bacillati
37554,2049031,Bacillati
37555,2030927,Pseudomonadati
37556,2030927,Pseudomonadati
37557,2044939,Bacillati
37558,2498093,Pseudomonadati
37559,2498093,Pseudomonadati
37560,2485925,Bacillati
37561,2485925,Bacillati
37562,2485925,Bacillati
37563,2044939,Bacillati
37564,2044939,Bacillati
37565,2044939,Bacillati
37566,2053569,Pseudomonadati
37567,1898206,Pseudomonadati
37568,2044939,Bacillati
37569,1879010,Bacillati
37570,2044939,Bacillati
37571,2049044,Bacillati
37572,2030927,Pseudomonadati
37573,1977087,Pseudomonadati
37574,1898203,Bacillati
37575,2485925,Bacillati
37576,2498093,Pseudomonadati
37577,2485925,Bacillati
37578,2485925,Bacillati
37579,1879010,Bacillati
37580,2030927,Pseudomonadati
37581,2026742,Pseudomonadati
37582,59823,Pseudomonadati
37583,2748031,Pseudomonadati
37584,2044939,Bacillati
37585,2044939,Bacillati
37586,2044939,Bacillati
37587,2652289,Bacillati
37588,2030927,Pseudomonadati
37589,2030927,Pseudomonadati
37590,1879010,Bacillati
37591,1879010,Bacillati
37593,2053624,Thermotogati
37594,2053624,Thermotogati
37595,2030927,Pseudomonadati
37596,2047426,Bacillati
37597,1898203,Bacillati
37598,2485925,Bacillati
37599,2030927,Pseudomonadati
37600,2030927,Pseudomonadati
37601,2030927,Pseudomonadati
37602,2044939,Bacillati
37603,59823,Pseudomonadati
37604,2044939,Bacillati
37605,2044939,Bacillati
37606,2485925,Bacillati
37607,2053624,Thermotogati
37608,1913988,Pseudomonadati
37609,2026782,Pseudomonadati
37610,1898203,Bacillati
37611,1898203,Bacillati
37612,2030927,Pseudomonadati
37613,2030927,Pseudomonadati
37614,59823,Pseudomonadati
37615,2485925,Bacillati
37616,2774296,Pseudomonadati
37617,2735568,Pseudomonadati
37618,2652289,Bacillati
37619,1872444,Pseudomonadati
37620,1872444,Pseudomonadati
37621,1879010,Bacillati
37622,1879010,Bacillati
37623,2044939,Bacillati
37624,2044939,Bacillati
37625,2044939,Bacillati
37626,2044939,Bacillati
37627,2212467,Pseudomonadati
37628,1898203,Bacillati
37629,1898203,Bacillati
37630,1898203,Bacillati
37631,2212467,Pseudomonadati
37632,2212467,Pseudomonadati
37633,1898203,Bacillati
37634,1872444,Pseudomonadati
37635,41978,Bacillati
37636,2044939,Bacillati
37637,2485925,Bacillati
37638,2044939,Bacillati
37639,2044939,Bacillati
37640,2030927,Pseudomonadati
37641,1898206,Pseudomonadati
37642,2044939,Bacillati
37643,2044939,Bacillati
37644,2053632,Bacillati
37645,2053632,Bacillati
37646,2044939,Bacillati
37647,1898203,Bacillati
37648,2485925,Bacillati
37649,41978,Bacillati
37650,1903720,Bacillati
37651,1903720,Bacillati
37652,2044939,Bacillati
37653,2044939,Bacillati
37654,1903720,Bacillati
37655,2044939,Bacillati
37656,1872421,Pseudomonadati
37657,2044939,Bacillati
37658,2485925,Bacillati
37659,2044939,Bacillati
37660,2044939,Bacillati
37661,2044939,Bacillati
37662,2044939,Bacillati
37663,1872421,Pseudomonadati
37664,2044939,Bacillati
37665,2212467,Pseudomonadati
37666,2044939,Bacillati
37667,2044939,Bacillati
37668,1872421,Pseudomonadati
37669,2485925,Bacillati
37670,2044939,Bacillati
37671,1879010,Bacillati
37672,562,Pseudomonadati
37673,2026715,Pseudomonadati
37674,2741069,Pseudomonadati
37675,2498093,Pseudomonadati
37676,1977054,Pseudomonadati
37677,2485925,Bacillati
37678,2044939,Bacillati
37679,2485925,Bacillati
37680,2485925,Bacillati
37681,2485925,Bacillati
37682,2485925,Bacillati
37683,2485925,Bacillati
37684,2485925,Bacillati
37685,2485925,Bacillati
37686,2485925,Bacillati
37687,2485925,Bacillati
37688,2485925,Bacillati
37689,2485925,Bacillati
37690,2485925,Bacillati
37691,2485925,Bacillati
37692,41978,Bacillati
37693,1872444,Pseudomonadati
37694,1898203,Bacillati
37695,2044939,Bacillati
37696,59823,Pseudomonadati
37697,59823,Pseudomonadati
37698,41978,Bacillati
37699,2748031,Pseudomonadati
37700,2748031,Pseudomonadati
37701,2026792,Pseudomonadati
37702,2212467,Pseudomonadati
37703,59823,Pseudomonadati
37704,59823,Pseudomonadati
37705,2030927,Pseudomonadati
37706,2047426,Bacillati
37707,1879010,Bacillati
37708,2030927,Pseudomonadati
37709,2485925,Bacillati
37710,2053611,Bacillati
37711,2485925,Bacillati
37712,1898203,Bacillati
37713,1879010,Bacillati
37714,1879010,Bacillati
37715,1898203,Bacillati
37716,1898203,Bacillati
37717,59823,Pseudomonadati
37718,1898203,Bacillati
37719,1898203,Bacillati
37720,2212467,Pseudomonadati
37721,2030927,Pseudomonadati
37722,2485925,Bacillati
37723,2053611,Bacillati
37724,59823,Pseudomonadati
